,rating,date,variation,verified_reviews,feedback,verified_reviews_tokenized,verified_reviews_clean
1248,5,2018-07-26,Black  Spot,good size screen and gets good range for voice commands sometimes it picks up weird commands when im watching tv though great product for the price if you dont need the big show screen,1,"['good', 'size', 'screen', 'and', 'gets', 'good', 'range', 'for', 'voice', 'commands', 'sometimes', 'it', 'picks', 'up', 'weird', 'commands', 'when', 'im', 'watching', 'tv', 'though', 'great', 'product', 'for', 'the', 'price', 'if', 'you', 'dont', 'need', 'the', 'big', 'show', 'screen']",
1249,4,2018-07-26,White  Spot,it is a good addition to my small space and it keeps me up to date on events and weather conditions,1,"['it', 'is', 'a', 'good', 'addition', 'to', 'my', 'small', 'space', 'and', 'it', 'keeps', 'me', 'up', 'to', 'date', 'on', 'events', 'and', 'weather', 'conditions']",
1250,5,2018-07-26,Black  Spot,best thing i have ever owned started with the dot and now added the spot and i love iy,1,"['best', 'thing', 'i', 'have', 'ever', 'owned', 'started', 'with', 'the', 'dot', 'and', 'now', 'added', 'the', 'spot', 'and', 'i', 'love', 'iy']",
1251,5,2018-07-26,White  Spot,i love it the coolest thing since sliced bread,1,"['i', 'love', 'it', 'the', 'coolest', 'thing', 'since', 'sliced', 'bread']",
1252,1,2018-07-26,White  Spot,this product is a complete waste of money when you ask alexa a question she either doesnt know the answer gives you the wrong answer or finds information off of wikipedia,0,"['this', 'product', 'is', 'a', 'complete', 'waste', 'of', 'money', 'when', 'you', 'ask', 'alexa', 'a', 'question', 'she', 'either', 'doesnt', 'know', 'the', 'answer', 'gives', 'you', 'the', 'wrong', 'answer', 'or', 'finds', 'information', 'off', 'of', 'wikipedia']",
1253,2,2018-07-26,White  Spot,honestly its no different from the echo dots i already own  other then occasionally seeing the lyrics to a song im listening too i really dont see the difference,0,"['honestly', 'its', 'no', 'different', 'from', 'the', 'echo', 'dots', 'i', 'already', 'own', 'other', 'then', 'occasionally', 'seeing', 'the', 'lyrics', 'to', 'a', 'song', 'im', 'listening', 'too', 'i', 'really', 'dont', 'see', 'the', 'difference']",
1254,5,2018-07-26,Black  Spot,i got this for my husband on prime day he loves it as his alarm clock and smart device this is our rd echo device and we have them all connected throughout the house although you can deactivate the camera we also chose to cover it since the device is in our bedroom im not comfortable with having a camera in the room no we dont bring our cell phones in the room,1,"['i', 'got', 'this', 'for', 'my', 'husband', 'on', 'prime', 'day', 'he', 'loves', 'it', 'as', 'his', 'alarm', 'clock', 'and', 'smart', 'device', 'this', 'is', 'our', 'rd', 'echo', 'device', 'and', 'we', 'have', 'them', 'all', 'connected', 'throughout', 'the', 'house', 'although', 'you', 'can', 'deactivate', 'the', 'camera', 'we', 'also', 'chose', 'to', 'cover', 'it', 'since', 'the', 'device', 'is', 'in', 'our', 'bedroom', 'im', 'not', 'comfortable', 'with', 'having', 'a', 'camera', 'in', 'the', 'room', 'no', 'we', 'dont', 'bring', 'our', 'cell', 'phones', 'in', 'the', 'room']",
1255,5,2018-07-26,Black  Spot,great product what they dont tell you is that once you allow a drop in  they can drop in anytime  while they are sleeping while we are yelling at them while anything,1,"['great', 'product', 'what', 'they', 'dont', 'tell', 'you', 'is', 'that', 'once', 'you', 'allow', 'a', 'drop', 'in', 'they', 'can', 'drop', 'in', 'anytime', 'while', 'they', 'are', 'sleeping', 'while', 'we', 'are', 'yelling', 'at', 'them', 'while', 'anything']",
1256,5,2018-07-26,Black  Spot,i have two one in my computer room and the other that i move around out on the deck not great for watching video but it can be done with the added sound you dont get from the echo dot it is perfect for the location i have it in add whole house music and you have just arrived in nervana,1,"['i', 'have', 'two', 'one', 'in', 'my', 'computer', 'room', 'and', 'the', 'other', 'that', 'i', 'move', 'around', 'out', 'on', 'the', 'deck', 'not', 'great', 'for', 'watching', 'video', 'but', 'it', 'can', 'be', 'done', 'with', 'the', 'added', 'sound', 'you', 'dont', 'get', 'from', 'the', 'echo', 'dot', 'it', 'is', 'perfect', 'for', 'the', 'location', 'i', 'have', 'it', 'in', 'add', 'whole', 'house', 'music', 'and', 'you', 'have', 'just', 'arrived', 'in', 'nervana']",
1257,4,2018-07-25,Black  Spot,surprisingly handy wish it had more options geared towards it being on your nigh stand like an even dimmer setting,1,"['surprisingly', 'handy', 'wish', 'it', 'had', 'more', 'options', 'geared', 'towards', 'it', 'being', 'on', 'your', 'nigh', 'stand', 'like', 'an', 'even', 'dimmer', 'setting']",
1258,5,2018-07-25,Black  Spot,i was on beta list for alexa have a show an original alexa  echos and i actually like this the best even more than show,1,"['i', 'was', 'on', 'beta', 'list', 'for', 'alexa', 'have', 'a', 'show', 'an', 'original', 'alexa', 'echos', 'and', 'i', 'actually', 'like', 'this', 'the', 'best', 'even', 'more', 'than', 'show']",
1260,3,2018-07-25,Black  Spot,i was contacted by people in india were they suppose to charge me  it was very hard to understand their instructions they did have control of my computer and network i also bought a cloud cam but do not know how to make it work with alexa,1,"['i', 'was', 'contacted', 'by', 'people', 'in', 'india', 'were', 'they', 'suppose', 'to', 'charge', 'me', 'it', 'was', 'very', 'hard', 'to', 'understand', 'their', 'instructions', 'they', 'did', 'have', 'control', 'of', 'my', 'computer', 'and', 'network', 'i', 'also', 'bought', 'a', 'cloud', 'cam', 'but', 'do', 'not', 'know', 'how', 'to', 'make', 'it', 'work', 'with', 'alexa']",
1261,3,2018-07-25,White  Spot,i have the dot and echo plus this one cant seem to hear me as well and doesnt do as much as i expected,1,"['i', 'have', 'the', 'dot', 'and', 'echo', 'plus', 'this', 'one', 'cant', 'seem', 'to', 'hear', 'me', 'as', 'well', 'and', 'doesnt', 'do', 'as', 'much', 'as', 'i', 'expected']",
1262,5,2018-07-25,White  Spot,bought this for our son as his birthday present and he loves it  often find him jamming to music in his room now    he loves the options for the alarms and we have his weekday alarms set to repeat and he gets to sleep in on nonschool days,1,"['bought', 'this', 'for', 'our', 'son', 'as', 'his', 'birthday', 'present', 'and', 'he', 'loves', 'it', 'often', 'find', 'him', 'jamming', 'to', 'music', 'in', 'his', 'room', 'now', 'he', 'loves', 'the', 'options', 'for', 'the', 'alarms', 'and', 'we', 'have', 'his', 'weekday', 'alarms', 'set', 'to', 'repeat', 'and', 'he', 'gets', 'to', 'sleep', 'in', 'on', 'nonschool', 'days']",
1263,5,2018-07-25,Black  Spot,great product,1,"['great', 'product']",
1264,5,2018-07-25,White  Spot,i love my echo spot,1,"['i', 'love', 'my', 'echo', 'spot']",
1265,5,2018-07-25,White  Spot,excellent purchase,1,"['excellent', 'purchase']",
1266,5,2018-07-25,White  Spot,what a great little gadget for the house you ask and it delivers period well done,1,"['what', 'a', 'great', 'little', 'gadget', 'for', 'the', 'house', 'you', 'ask', 'and', 'it', 'delivers', 'period', 'well', 'done']",
1267,2,2018-07-25,Black  Spot,i switched to google the amazon helper is more for shopping and google is the tasks assistant,0,"['i', 'switched', 'to', 'google', 'the', 'amazon', 'helper', 'is', 'more', 'for', 'shopping', 'and', 'google', 'is', 'the', 'tasks', 'assistant']",
1268,5,2018-07-25,Black  Spot,my favorite echo a more than adequate replacement for a clock radio,1,"['my', 'favorite', 'echo', 'a', 'more', 'than', 'adequate', 'replacement', 'for', 'a', 'clock', 'radio']",
1269,5,2018-07-25,Black  Spot,the echo spot is compact nice sound and camera quality makes it great to video chat with the family when im travelling for work ease of use that the youngest member  years has no problem talking to mama on the video chat and understands the important of digital security,1,"['the', 'echo', 'spot', 'is', 'compact', 'nice', 'sound', 'and', 'camera', 'quality', 'makes', 'it', 'great', 'to', 'video', 'chat', 'with', 'the', 'family', 'when', 'im', 'travelling', 'for', 'work', 'ease', 'of', 'use', 'that', 'the', 'youngest', 'member', 'years', 'has', 'no', 'problem', 'talking', 'to', 'mama', 'on', 'the', 'video', 'chat', 'and', 'understands', 'the', 'important', 'of', 'digital', 'security']",
1270,5,2018-07-25,White  Spot,this echo spot is great i love it,1,"['this', 'echo', 'spot', 'is', 'great', 'i', 'love', 'it']",
1271,5,2018-07-25,White  Spot,the voice recognition is amazing perfect companion for the bedroom,1,"['the', 'voice', 'recognition', 'is', 'amazing', 'perfect', 'companion', 'for', 'the', 'bedroom']",
1272,5,2018-07-24,Black  Spot,i liked it perfect size the screen is really clear  and elegant,1,"['i', 'liked', 'it', 'perfect', 'size', 'the', 'screen', 'is', 'really', 'clear', 'and', 'elegant']",
1273,5,2018-07-24,White  Spot,i am not easily impressed with electronic goodies butomg this is by far the coolest thing i have ever had  it does everything short of clean your house which when i asked alexa to clean my house was told she didn’t have hands but instead played a fantastic playlist for cleaning  from reading books to my five year old to video chat to silly selfies music that automatically goes to my bose bluetooth speaker setting timers alarms changing my thermostat on voice command tells me the weather sends hubby a grocery pick up list and i am sure million more thingsbuy ityou u will not regret it,1,"['i', 'am', 'not', 'easily', 'impressed', 'with', 'electronic', 'goodies', 'butomg', 'this', 'is', 'by', 'far', 'the', 'coolest', 'thing', 'i', 'have', 'ever', 'had', 'it', 'does', 'everything', 'short', 'of', 'clean', 'your', 'house', 'which', 'when', 'i', 'asked', 'alexa', 'to', 'clean', 'my', 'house', 'was', 'told', 'she', 'didn\xe2\x80\x99t', 'have', 'hands', 'but', 'instead', 'played', 'a', 'fantastic', 'playlist', 'for', 'cleaning', 'from', 'reading', 'books', 'to', 'my', 'five', 'year', 'old', 'to', 'video', 'chat', 'to', 'silly', 'selfies', 'music', 'that', 'automatically', 'goes', 'to', 'my', 'bose', 'bluetooth', 'speaker', 'setting', 'timers', 'alarms', 'changing', 'my', 'thermostat', 'on', 'voice', 'command', 'tells', 'me', 'the', 'weather', 'sends', 'hubby', 'a', 'grocery', 'pick', 'up', 'list', 'and', 'i', 'am', 'sure', 'million', 'more', 'thingsbuy', 'ityou', 'u', 'will', 'not', 'regret', 'it']",
1274,5,2018-07-24,White  Spot,this product is beautifully designed and i no longer have to hide an echo device away like i did with dot it would be nice if amazon would lose that camera though which i have not used and might cause squirms for the privacy conscious,1,"['this', 'product', 'is', 'beautifully', 'designed', 'and', 'i', 'no', 'longer', 'have', 'to', 'hide', 'an', 'echo', 'device', 'away', 'like', 'i', 'did', 'with', 'dot', 'it', 'would', 'be', 'nice', 'if', 'amazon', 'would', 'lose', 'that', 'camera', 'though', 'which', 'i', 'have', 'not', 'used', 'and', 'might', 'cause', 'squirms', 'for', 'the', 'privacy', 'conscious']",
1276,5,2018-07-24,White  Spot,love this little dot with a screen  super easy to set up and easy to use  instantly connected to all my other echo products  i also bought the screen cover that has the blocking button for the camera if you want to use it  recommended,1,"['love', 'this', 'little', 'dot', 'with', 'a', 'screen', 'super', 'easy', 'to', 'set', 'up', 'and', 'easy', 'to', 'use', 'instantly', 'connected', 'to', 'all', 'my', 'other', 'echo', 'products', 'i', 'also', 'bought', 'the', 'screen', 'cover', 'that', 'has', 'the', 'blocking', 'button', 'for', 'the', 'camera', 'if', 'you', 'want', 'to', 'use', 'it', 'recommended']",
1277,2,2018-07-24,Black  Spot,alexa is not as smart as siri cannot cancel snooze after alarm goes off have to cancel preset alarm for weekdays,0,"['alexa', 'is', 'not', 'as', 'smart', 'as', 'siri', 'can', 'not', 'cancel', 'snooze', 'after', 'alarm', 'goes', 'off', 'have', 'to', 'cancel', 'preset', 'alarm', 'for', 'weekdays']",
1278,1,2018-07-24,White  Spot,great product except there is no possible way for it to act as a clock the displays the time permanently  when in clock mode the screen rotates between the clock face and a things to try screen  i intended on buying several units for my house but i do not need a screen in the house that is permanently trying to upset me  acting as clock should be a basic feature of the echo spot  how could you get this wrong amazon  fail,0,"['great', 'product', 'except', 'there', 'is', 'no', 'possible', 'way', 'for', 'it', 'to', 'act', 'as', 'a', 'clock', 'the', 'displays', 'the', 'time', 'permanently', 'when', 'in', 'clock', 'mode', 'the', 'screen', 'rotates', 'between', 'the', 'clock', 'face', 'and', 'a', 'things', 'to', 'try', 'screen', 'i', 'intended', 'on', 'buying', 'several', 'units', 'for', 'my', 'house', 'but', 'i', 'do', 'not', 'need', 'a', 'screen', 'in', 'the', 'house', 'that', 'is', 'permanently', 'trying', 'to', 'upset', 'me', 'acting', 'as', 'clock', 'should', 'be', 'a', 'basic', 'feature', 'of', 'the', 'echo', 'spot', 'how', 'could', 'you', 'get', 'this', 'wrong', 'amazon', 'fail']",
1279,2,2018-07-24,Black  Spot,i wanted to use this as a bedside clock with the ability to play music and podcasts sadly it continuously scrolls the things to try and wont stay on the clock face amazon is about to get this one back,0,"['i', 'wanted', 'to', 'use', 'this', 'as', 'a', 'bedside', 'clock', 'with', 'the', 'ability', 'to', 'play', 'music', 'and', 'podcasts', 'sadly', 'it', 'continuously', 'scrolls', 'the', 'things', 'to', 'try', 'and', 'wont', 'stay', 'on', 'the', 'clock', 'face', 'amazon', 'is', 'about', 'to', 'get', 'this', 'one', 'back']",
1280,5,2018-07-24,Black  Spot,hands free calling in the house i misplace my cell phone all the time so this is a real blessing really enjoying the streaming music,1,"['hands', 'free', 'calling', 'in', 'the', 'house', 'i', 'misplace', 'my', 'cell', 'phone', 'all', 'the', 'time', 'so', 'this', 'is', 'a', 'real', 'blessing', 'really', 'enjoying', 'the', 'streaming', 'music']",
1281,5,2018-07-24,Black  Spot,got for elderly parentseasy for them to usejust instructions could be more informative,1,"['got', 'for', 'elderly', 'parentseasy', 'for', 'them', 'to', 'usejust', 'instructions', 'could', 'be', 'more', 'informative']",
1282,5,2018-07-24,Black  Spot,this thing is great fantastic alarm clock,1,"['this', 'thing', 'is', 'great', 'fantastic', 'alarm', 'clock']",
1283,5,2018-07-24,White  Spot,we love using it for bedtime reading on audible its very kidfriendly and i can see liking it in the kitchen while im cooking since its small and unobtrusive we like it better than our echo dot,1,"['we', 'love', 'using', 'it', 'for', 'bedtime', 'reading', 'on', 'audible', 'its', 'very', 'kidfriendly', 'and', 'i', 'can', 'see', 'liking', 'it', 'in', 'the', 'kitchen', 'while', 'im', 'cooking', 'since', 'its', 'small', 'and', 'unobtrusive', 'we', 'like', 'it', 'better', 'than', 'our', 'echo', 'dot']",
1284,5,2018-07-24,White  Spot,very nice gadget love its look,1,"['very', 'nice', 'gadget', 'love', 'its', 'look']",
1285,1,2018-07-23,White  Spot,not happy with the spot  reset numerous times  seems to be in slow mode  have to be practically on top of it for it to hear me  even after talking with support i still do not have “themes” in the menu to choose from,0,"['not', 'happy', 'with', 'the', 'spot', 'reset', 'numerous', 'times', 'seems', 'to', 'be', 'in', 'slow', 'mode', 'have', 'to', 'be', 'practically', 'on', 'top', 'of', 'it', 'for', 'it', 'to', 'hear', 'me', 'even', 'after', 'talking', 'with', 'support', 'i', 'still', 'do', 'not', 'have', '\xe2\x80\x9cthemes\xe2\x80\x9d', 'in', 'the', 'menu', 'to', 'choose', 'from']",
1286,5,2018-07-23,Black  Spot,husband loves it,1,"['husband', 'loves', 'it']",
1288,5,2018-07-23,Black  Spot,love the spot  awesome little guy with precise video  i’m saving to buy one for my mom on the east coast  the spot changes everything as far as keeping your loved ones connectedwell worth every cent,1,"['love', 'the', 'spot', 'awesome', 'little', 'guy', 'with', 'precise', 'video', 'i\xe2\x80\x99m', 'saving', 'to', 'buy', 'one', 'for', 'my', 'mom', 'on', 'the', 'east', 'coast', 'the', 'spot', 'changes', 'everything', 'as', 'far', 'as', 'keeping', 'your', 'loved', 'ones', 'connectedwell', 'worth', 'every', 'cent']",
